French Polynesia,2378.54,2686.78,2855.28,3646.46,4542.44,5467.73,6003.80,6267.54,7694.53,9280.55,10271.33,9327.73,9104.46,9184.67,9214.94,9794.71,14553.36,15655.55,15477.70,15253.49,17986.90,18236.02,19445.97,18219.05,18547.37,20541.83,19428.69,18207.69,18582.36,18031.44,15834.63,15306.18,16044.13,19806.40,22052.62,22374.03,22786.46,25435.44,27767.27,26786.27,25975.87,27730.07,26113.28
Gabon,672.47,777.47,860.73,1418.93,2975.22,4075.09,5564.36,5080.76,4223.64,5231.14,7213.79,6349.91,5799.65,5299.45,5419.55,5428.80,5002.75,4766.32,4647.04,4864.95,6166.66,5976.93,6023.90,5671.26,4282.81,4937.67,5525.41,5058.02,4155.29,4172.68,4477.58,3990.08,4063.62,4982.25,5757.62,6856.98,7288.08,8526.06,11346.26,10125.55,12062.10,15218.05,14747.06
Gambia,215.41,219.56,277.20,457.59,580.50,675.24,603.07,619.29,715.45,761.17,833.89,853.59,826.72,786.95,739.67,893.78,579.89,618.26,739.65,735.66,771.85,727.04,729.08,748.87,720.15,737.51,773.99,713.08,724.84,682.84,637.10,542.68,442.53,361.16,415.81,434.50,441.92,522.34,612.03,553.11,566.36,520.33,512.10
Georgia,,,,,,,,,,,,,,,,,,,,,1544.10,1267.46,729.92,536.77,500.32,533.06,613.90,713.16,743.24,582.94,644.65,687.58,734.72,874.35,1135.20,1432.51,1742.06,2298.41,2899.74,2446.41,2651.89,3299.93,3632.13
Germany,2634.30,3041.31,3640.42,4833.69,5402.95,5955.75,6314.76,7304.93,9021.25,10754.64,11616.28,9800.40,9522.16,9459.86,8901.87,8984.84,12807.54,15842.33,17029.52,16918.83,21300.87,22320.87,25292.16,24413.24,25956.96,30339.86,29224.87,25837.71,26085.54,25523.56,22588.24,22502.99,23978.91,28926.67,32514.96,32996.02,34663.71,39768.58,43460.16,39650.25,39804.17,43768.64,41376.23
Ghana,412.82,438.90,372.70,334.10,379.11,355.02,355.10,380.00,434.10,449.96,481.79,494.09,472.17,452.41,492.76,516.61,539.25,565.43,601.30,591.31,682.40,746.12,713.40,601.39,534.20,618.15,647.15,628.62,667.28,672.79,424.19,441.47,499.42,602.50,683.11,804.26,929.95,1099.08,1234.44,1096.50,1326.07,1594.03,1604.91
Greece,1424.30,1574.41,1814.26,2390.00,2694.15,3008.05,3247.55,3719.20,4485.53,5448.90,5621.47,5130.80,5315.64,4785.30,4628.91,4589.75,5390.87,6255.13,7239.09,7478.10,9187.26,9784.69,10707.50,9917.41,10517.16,12231.26,12829.58,12428.50,12414.30,12730.23,11462.20,11789.84,13246.11,17480.75,20656.47,21742.75,23679.01,27598.73,30821.27,28925.18,26482.71,26072.36,22377.42
Greenland,1483.47,1845.34,2169.98,2827.19,3393.43,4187.84,4755.16,5567.40,7019.13,8280.24,9328.11,8469.02,7733.63,7894.17,7100.30,7631.92,11020.23,14238.31,16099.03,16532.23,18017.81,17915.05,18270.22,16324.18,17718.16,21298.11,21087.92,18865.48,20206.70,19849.23,18693.12,18955.71,20332.53,24720.93,28432.06,28977.40,31817.88,35907.50,40617.91,39982.34,40063.65,42959.30,41266.47
Grenada,203.66,258.50,346.31,428.09,444.85,551.37,558.35,634.12,823.75,974.07,966.46,1018.81,1095.11,1122.03,1189.17,1326.43,1489.95,1740.09,1948.46,2160.15,2393.07,2504.11,2532.20,2557.83,2647.23,2765.51,2959.99,3176.58,3484.20,3745.20,5117.58,5109.96,5292.29,5773.41,5836.23,6754.38,6766.41,7324.21,7947.33,7395.05,7353.17,7426.51,7418.29
Guatemala,313.42,317.95,327.58,389.75,466.97,524.74,612.64,750.53,811.48,900.72,1003.31,1069.26,1056.20,1069.52,1092.01,1258.44,928.64,761.00,823.37,862.97,767.12,921.61,999.44,1066.12,1186.32,1308.67,1377.45,1517.29,1617.23,1492.40,1534.75,1629.31,1765.85,1816.95,1937.72,2146.18,2326.30,2561.44,2867.48,2697.39,2882.56,3242.69,3340.03
Guinea,134.40,147.17,155.82,166.04,189.72,212.75,241.79,247.64,281.59,298.98,330.68,357.70,378.02,388.14,397.38,418.00,428.41,442.67,471.66,463.12,485.11,485.75,493.61,463.39,461.10,501.84,508.43,484.37,433.75,413.06,364.99,342.54,337.21,373.99,387.21,306.47,311.08,466.02,514.82,501.23,481.13,501.69,532.06
Guinea-Bissau,450.22,436.47,496.57,593.56,634.62,714.37,633.81,539.88,619.47,672.46,627.36,672.10,538.21,528.28,564.82,499.43,540.23,574.57,531.73,569.71,597.70,623.16,630.15,642.38,661.31,689.11,504.25,388.29,290.83,310.55,291.56,302.86,314.13,344.30,376.89,412.79,407.41,468.63,569.65,533.22,532.60,563.79,510.44
Guyana,592.47,619.77,622.20,659.71,919.04,1073.96,940.82,922.38,1029.99,1070.08,1214.00,1167.40,996.18,1010.34,932.72,979.91,1111.55,742.76,899.97,832.74,871.53,768.40,824.61,1027.58,1198.08,1361.54,1539.41,1627.46,1551.46,1495.11,1526.59,1518.99,1542.65,1572.38,1659.75,1728.94,1905.55,2258.98,2478.40,2593.37,2873.95,3257.88,3584.69
Haiti,70.27,75.62,76.22,94.03,111.92,132.47,167.70,177.19,178.63,194.03,243.12,243.25,247.40,266.13,290.83,314.49,342.48,293.34,288.95,325.24,367.59,324.13,207.10,205.63,267.44,297.76,340.85,365.20,415.55,444.26,391.44,368.63,332.48,287.92,367.39,411.05,476.15,575.13,609.19,607.15,614.31,670.93,706.45
Honduras,306.30,315.23,336.69,371.77,409.25,431.48,501.78,602.27,674.36,762.36,841.95,896.76,895.44,920.37,963.05,1024.63,1040.54,1101.36,1191.42,1293.10,741.75,726.06,787.39,786.22,750.35,844.87,850.50,961.24,1049.81,1059.55,1152.64,1202.31,1210.01,1242.25,1311.81,1414.29,1551.35,1722.00,1895.80,1952.85,2078.32,2277.36,2339.29
Hungary,606.05,657.29,768.29,948.04,1035.03,1175.09,1354.94,1505.13,1750.85,2014.28,2324.44,2385.63,2436.43,2220.64,2163.42,2201.03,2546.50,2810.54,3021.10,3072.23,3514.69,3288.88,3667.22,3799.61,4087.15,4402.46,4444.24,4512.87,4663.22,4706.38,4536.88,5170.64,6528.29,8236.68,10073.83,10927.31,11166.93,13526.93,15351.29,12625.69,12731.44,13750.40,12489.77
Iceland,2538.76,3189.19,3941.57,5327.75,6927.89,6359.38,7470.59,9794.60,11046.42,12440.31,14602.81,14927.92,13551.39,11553.37,11825.01,12177.77,16099.13,22030.24,24106.82,22157.47,25008.47,26447.96,26841.90,23349.29,23763.58,26240.41,27142.78,27210.59,30089.57,31405.73,30927.71,27892.33,31043.26,37837.03,45200.53,54883.26,55377.05,66987.26,54403.37,38608.31,39506.43,43613.71,41670.20
India,110.72,116.14,123.51,143.97,158.80,161.41,158.89,180.11,203.54,220.07,264.33,275.59,275.11,293.53,284.36,289.69,310.56,336.36,364.29,353.22,376.11,326.83,321.90,308.31,346.68,386.31,399.91,426.64,422.00,442.31,448.82,455.84,468.97,540.63,644.19,743.03,829.11,1040.56,1101.69,1124.45,1414.03,1574.77,1516.32
Indonesia,85.51,87.53,100.18,144.58,223.67,257.73,307.80,369.45,405.37,395.62,545.17,676.39,678.85,600.04,602.61,588.28,528.46,491.50,563.95,632.66,700.84,771.35,822.99,919.25,1012.57,1139.00,1261.88,1179.83,514.44,746.89,789.81,756.93,909.89,1076.22,1160.61,1273.47,1601.03,1871.29,2178.20,2272.04,2946.66,3471.43,3556.79
Iran (Islamic Republic of),350.69,429.88,522.96,810.13,1372.54,1486.75,1870.39,2125.25,2024.75,2285.21,2364.39,2475.44,2931.83,3458.05,3524.88,1567.84,1477.78,1715.89,1729.99,1656.02,1615.21,1668.55,1703.98,1851.69,1830.39,1824.16,1871.33,1718.80,1650.83,1689.40,1578.13,1651.43,1995.42,2045.79,2461.31,2930.57,3433.13,4346.81,4997.25,4977.65,5663.48,6991.30,7217.42
Iraq,233.95,254.01,246.75,299.77,342.06,414.61,511.95,537.11,658.51,857.61,912.47,795.73,812.52,754.46,764.57,768.89,830.59,998.04,1040.36,960.89,972.92,331.98,380.76,263.75,204.45,170.74,290.12,307.25,379.75,642.41,710.07,721.22,690.88,636.62,981.99,1324.76,1943.72,2606.47,3621.63,3771.70,3941.59,4250.82,4557.01
Ireland,1449.34,1660.38,2042.82,2383.82,2487.98,2913.98,2870.61,3340.29,4276.12,5334.69,6281.74,5910.18,6130.43,5876.43,5648.44,5967.30,8077.38,9535.36,10452.09,10795.72,13654.06,13798.88,15484.21,14403.85,15589.35,18803.98,20438.27,22146.72,23788.65,25749.02,25588.44,27203.91,31256.53,39575.64,45592.35,48720.03,52711.05,60499.35,60674.25,51116.08,46868.42,49976.46,46032.08
Israel,2133.78,2183.68,2783.87,3450.98,4531.97,4353.85,4455.06,4702.98,4523.94,5700.60,6344.00,6641.53,7071.01,7755.13,7153.34,6636.51,8111.05,9595.23,11491.11,11189.35,12861.62,14189.92,15258.66,14748.25,16058.96,18035.09,19168.65,19252.03,19052.51,18787.50,20643.34,19948.69,18087.47,18656.03,19543.62,20246.49,21474.98,24003.13,28354.91,26778.90,29336.83,32304.95,31537.41
Italy,2048.96,2236.96,2588.19,3106.10,3510.21,3982.26,3910.12,4461.52,5435.32,6767.69,8178.69,7361.04,7284.83,7538.72,7439.74,7674.35,10860.55,13662.33,15116.92,15745.32,20026.63,21117.96,22356.98,18020.60,18592.93,19867.71,22242.16,21071.32,21541.00,21242.96,19373.30,19644.90,21307.86,26170.67,29785.63,30445.18,31703.42,35759.67,38536.25,35057.06,33967.77,36176.62,33068.99
Jamaica,851.14,918.46,1100.99,1111.62,1360.36,1616.00,1655.34,1793.98,1444.55,1313.82,1428.28,1564.34,1701.31,1839.08,1188.42,997.16,1244.00,1476.99,1718.00,1963.18,2038.66,1782.27,1740.71,2214.32,2214.90,2658.08,2964.61,3352.64,3449.77,3451.53,3487.34,3529.72,3700.06,3562.46,3816.38,4190.39,4423.84,4724.83,5041.68,4441.95,4826.16,5239.81,5343.12
Japan,2015.96,2246.04,2933.30,3931.06,4307.44,4628.52,5146.81,6274.15,8739.17,9021.86,9377.69,10284.62,9488.16,10274.86,10849.99,11538.86,17013.99,20535.44,24831.77,24764.21,25388.27,28824.20,31277.66,35702.77,39083.70,42848.53,37711.39,34580.76,31249.89,35324.74,37634.42,33021.58,31531.47,34009.00,36725.69,36004.98,34268.41,34234.86,38086.76,39536.93,43150.88,46310.57,46838.46
Jordan,358.44,363.97,388.93,430.74,483.23,614.77,772.09,926.25,1193.42,1404.92,1759.60,1809.03,1848.49,1852.99,1814.92,1839.56,2143.61,2188.03,1959.98,1286.33,1197.06,1185.09,1421.02,1417.07,1501.48,1558.20,1556.64,1591.85,1708.66,1734.24,1774.67,1856.39,1954.42,2045.89,2240.96,2402.68,2773.48,3025.29,3717.16,3853.56,4094.07,4284.60,4413.66
Kazakhstan,,,,,,,,,,,,,,,,,,,,,1849.17,1706.78,1663.07,1556.17,1404.81,1332.77,1384.46,1482.09,1502.72,1159.27,1265.89,1534.79,1699.42,2108.93,2920.80,3825.03,5365.96,6869.43,8645.94,7387.90,9379.70,11681.51,12454.89
Kenya,195.03,208.63,225.68,256.73,295.12,311.88,320.29,398.87,454.90,502.44,563.38,511.39,474.08,424.31,422.93,403.72,459.22,487.72,503.24,475.91,470.73,429.20,410.72,276.28,341.07,426.77,424.78,450.33,471.90,419.93,402.88,404.14,398.51,439.60,462.05,523.65,612.23,721.46,785.78,768.37,786.65,816.84,942.54
Kiribati,460.45,477.91,594.12,954.05,1696.24,1601.89,1169.89,1077.53,1224.25,1139.63,614.53,706.25,678.63,624.02,667.00,482.34,452.85,511.49,641.00,598.76,563.03,654.82,654.82,632.32,727.45,732.95,862.69,853.96,820.30,849.85,815.48,728.84,841.48,1032.73,1145.31,1174.50,1137.89,1320.39,1419.99,1318.87,1539.88,1745.51,1745.20
Kosovo,,,,,,,,,,,,,,,,,,,,,2443.21,1829.60,1318.77,957.66,932.91,1959.71,1240.76,1136.70,1005.77,684.94,624.30,942.67,1081.68,1276.11,1412.06,1484.45,1579.91,1939.54,2394.21,2338.24,2412.57,2860.32,2813.08
Kuwait,3828.24,4801.52,5127.83,5828.20,13157.09,11443.85,11797.05,12036.85,12518.63,18982.88,20919.24,17539.25,14321.31,13239.89,13149.36,12393.46,9829.30,11649.86,10306.58,11807.45,8967.40,5508.08,10515.21,13912.99,15398.38,17140.61,19865.77,18552.09,15065.18,16565.83,19786.59,17615.64,18618.87,22620.98,27060.16,35185.93,42010.87,44868.52,54540.42,37180.37,40085.07,51397.76,56366.57
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,593.37,559.60,489.77,420.31,340.19,324.88,392.10,372.92,340.05,255.08,276.51,306.17,320.92,383.58,440.74,487.91,557.73,740.62,988.97,890.76,898.79,1147.01,1182.80
Lao People's DR,42.09,45.16,47.38,52.91,58.39,66.84,71.64,73.81,78.95,82.83,97.89,121.06,134.40,142.55,154.26,162.47,169.41,167.07,164.56,189.46,203.95,235.33,251.91,276.48,312.19,350.63,361.06,329.25,237.45,263.75,309.06,308.03,317.08,358.44,416.92,469.17,600.66,700.77,860.90,891.04,1054.40,1236.04,1369.26
Latvia,,,,,,,,,,,,,,,,,,,,,3333.78,3114.63,2103.94,1860.86,1944.73,1998.63,2304.28,2579.00,2865.62,3062.45,3278.90,3505.21,3981.01,4872.36,6083.74,7154.83,9035.58,13220.55,15644.90,12239.49,11527.96,13736.09,13773.35
Lebanon,647.92,710.70,863.31,1097.00,1378.68,1264.93,549.36,1025.21,1142.97,1321.17,1563.88,1488.83,1009.02,1352.55,944.34,810.16,999.73,777.57,1241.68,1015.46,1040.15,1508.10,1936.55,2598.30,2999.82,3614.79,4230.55,5042.55,5430.34,5388.23,5155.07,5082.60,5322.68,5366.14,5570.23,5483.18,5499.86,6052.78,7185.77,8158.87,8551.85,8953.41,9143.44
Lesotho,65.23,61.37,71.24,105.60,117.73,119.70,115.28,147.08,197.53,209.41,268.53,265.93,238.12,252.69,210.76,168.67,194.49,242.82,278.27,287.56,340.93,373.98,433.93,426.06,437.71,489.91,458.54,477.18,439.96,435.72,415.50,377.45,348.32,510.42,645.50,710.52,736.36,816.80,826.83,862.79,1097.02,1243.91,1190.90
Liberia,182.45,187.37,197.68,224.91,267.55,312.47,314.65,341.90,363.85,406.38,404.32,448.65,448.21,430.02,412.89,400.91,392.35,414.14,445.52,466.28,231.65,213.45,139.61,101.31,82.97,82.13,91.91,144.84,163.48,183.88,182.52,174.07,183.02,138.59,165.48,185.96,207.31,231.98,250.47,267.96,271.23,281.23,355.93
Libya,1916.93,2260.01,2600.80,3422.01,5761.46,5390.69,6729.88,7605.03,7221.72,9580.00,12405.01,10425.93,9827.07,9137.24,8008.08,7993.72,6309.27,5715.26,6291.42,6502.56,7298.06,7892.92,8173.58,7234.92,6611.37,5959.29,6467.21,6740.79,5968.32,6605.18,7432.21,6477.17,4103.19,4838.24,6045.53,8124.39,9685.57,10838.27,16220.81,11541.65,13399.71,6650.13,15565.83
Liechtenstein,4236.78,4827.85,5639.88,7354.35,8439.80,10513.72,11388.84,12415.85,17502.39,19773.38,20669.50,19512.90,19691.36,19576.50,18609.39,19409.14,28316.61,37876.36,41359.88,39430.50,49452.39,50977.56,55271.64,55892.48,64140.15,78786.81,80033.66,72372.02,76944.75,81530.97,75057.89,74437.66,79495.52,89944.74,100286.67,105306.75,114197.24,130322.60,142810.41,125769.76,141458.32,167171.74,158976.76
Lithuania,,,,,,,,,,,,,,,,,,,,,2802.11,2735.68,2210.93,1901.86,1762.32,1855.28,2336.82,2826.67,3162.29,3107.21,3287.35,3530.11,4161.30,5534.59,6796.98,7940.89,9336.72,12325.23,15105.94,11943.88,11963.35,14153.53,13984.22
Luxembourg,4254.77,4399.83,5462.91,7431.17,8987.16,8746.91,9518.75,10464.96,12955.61,15075.94,16393.60,13734.31,12496.45,12277.79,12028.71,12367.90,17978.51,22230.39,24958.24,26345.98,33181.93,35497.59,39308.91,39786.70,43609.47,50651.82,49706.59,44083.61,45442.82,49122.05,46473.34,45887.27,50887.48,65198.48,75467.27,82217.45,91256.66,107749.96,112336.63,99215.35,102490.38,112346.45,105287.04
Madagascar,136.56,143.63,159.63,191.13,210.43,243.41,225.95,237.23,260.78,328.82,373.28,323.22,308.89,299.80,302.59,286.32,317.43,242.88,224.54,222.92,266.74,224.68,244.30,266.59,228.30,234.89,287.76,247.44,252.76,243.82,246.28,278.99,262.74,317.42,245.67,275.48,292.96,379.07,472.38,417.49,414.87,457.68,447.13
Malawi,120.53,147.18,163.09,152.37,182.17,197.10,208.41,242.30,275.76,286.60,338.04,329.22,303.79,308.63,292.36,263.15,261.17,256.61,269.35,307.54,315.97,357.08,317.33,347.47,204.23,234.04,272.95,281.37,283.21,274.70,262.33,251.56,276.30,244.96,258.25,263.56,289.61,328.90,373.18,424.87,449.76,471.55,355.40
Malaysia,342.56,410.10,475.47,705.10,853.15,818.68,947.56,1101.19,1339.76,1697.17,1912.54,1905.15,1991.27,2180.88,2391.69,2138.30,1847.18,2044.08,2179.18,2370.37,2611.88,2837.33,3327.70,3668.49,3982.50,4630.89,5125.17,4963.12,3488.24,3734.87,4166.54,4034.86,4297.76,4606.55,5117.10,5553.99,6179.65,7218.28,8453.91,7277.98,8754.24,10050.35,10421.56
Maldives,368.24,398.24,449.80,534.20,654.49,397.73,352.90,320.10,364.14,559.77,598.45,612.37,751.82,757.85,842.78,897.02,966.78,930.23,1074.20,1170.71,1289.57,1425.30,1618.30,1786.49,1925.84,2292.79,2529.38,2790.89,2902.21,3101.41,3222.37,3166.63,3203.47,3660.76,4086.74,3665.61,4860.02,5768.83,6774.06,6785.77,7169.04,7168.32,7699.79
Mali,51.49,60.65,67.55,76.99,71.07,104.06,121.24,138.82,158.26,196.70,225.23,203.80,175.35,151.04,145.68,156.36,224.83,262.51,268.05,264.91,315.13,301.44,334.73,333.08,213.63,291.26,301.49,285.04,300.68,294.53,258.80,285.69,293.04,376.26,430.51,459.44,496.74,561.49,665.05,661.13,672.12,738.55,690.91
Malta,844.67,891.80,994.93,1164.09,1262.45,1582.88,1743.30,2039.34,2549.29,3166.30,3892.57,3813.43,3729.63,3471.27,3235.55,3239.21,4107.09,4954.48,5650.56,5863.69,6972.70,7443.63,8087.02,7170.83,7856.41,9282.40,9460.82,9299.50,9695.04,9895.02,9975.64,9837.08,10690.55,12727.23,14035.36,14781.49,15739.81,18344.12,20759.45,19566.26,19884.23,21604.72,20513.57
Marshall Islands,413.51,429.14,447.82,496.72,622.12,654.53,685.89,737.98,784.46,871.09,876.13,975.56,1050.75,1200.10,1238.37,1148.19,1396.96,1498.95,1609.20,1595.63,1666.01,1708.91,1851.73,1995.41,2145.65,2366.33,2165.88,2045.64,2071.62,2004.29,2066.39,2123.78,2298.94,2382.14,2543.98,2676.69,2790.59,2993.77,3177.66,3150.41,3384.44,3536.02,3773.01
Mauritania,281.97,293.64,333.31,368.50,486.29,571.10,619.30,618.68,591.52,717.26,974.89,915.25,805.81,796.14,673.39,614.02,702.16,774.47,793.19,787.43,801.57,835.83,823.31,683.54,703.74,720.01,707.35,667.44,564.96,534.93,477.70,464.12,460.28,527.06,600.37,694.32,939.16,1008.02,1030.45,819.39,874.31,1199.80,1018.27
Mauritius,238.16,263.67,325.66,402.01,657.95,651.06,795.56,915.17,1109.58,1303.00,1200.68,1197.01,1117.60,1118.89,1058.45,1085.73,1465.13,1821.20,2044.24,2073.77,2480.82,2626.21,3018.19,3009.57,3240.26,3625.45,3918.87,3670.81,3619.66,3692.92,3934.81,3868.17,4037.87,4830.40,5443.11,5350.42,5533.45,6387.06,7880.97,7201.15,7896.85,9103.40,9238.43
Mexico,936.00,998.96,1116.60,1324.29,1673.73,1986.75,1950.36,1748.64,2134.00,2727.53,3689.42,4632.00,3153.37,2649.58,3065.16,3157.94,2172.40,2307.80,2770.19,3305.08,3814.80,4471.94,5063.43,5498.52,5637.24,3603.96,4088.43,4855.65,4986.23,5663.39,6581.57,6879.64,6948.44,6601.03,7042.05,7823.83,8623.75,9191.17,9578.95,7687.07,8916.45,9799.59,9794.62
Micronesia (FS of),343.29,371.96,427.30,592.86,782.44,774.55,771.07,758.86,834.11,905.99,932.90,1074.71,1087.67,1105.63,1078.78,1261.54,1353.07,1379.63,1492.07,1535.75,1639.14,1780.36,1864.67,1987.74,2014.95,2069.87,2023.82,1911.14,2033.39,2050.83,2174.55,2242.86,2259.59,2294.80,2248.18,2352.21,2393.88,2434.89,2500.53,2668.71,2838.28,3000.27,3164.56
Monaco,12266.42,13575.31,16435.02,21045.53,22349.63,27759.21,28309.60,30899.58,37709.50,45099.51,50774.70,43827.53,40910.48,38531.61,35991.89,37076.53,51369.28,61901.65,67357.20,67576.44,83137.70,82691.91,90434.71,84662.83,88456.02,100727.34,99903.05,89505.42,91684.08,90107.56,81329.42,81340.01,87481.27,106935.84,121270.24,124318.98,133338.54,167597.56,181492.97,150146.03,145538.05,163204.33,151877.91
Mongolia,134.56,143.60,150.64,168.11,185.65,210.43,224.87,250.99,281.27,309.55,350.33,404.75,453.61,486.42,520.86,552.25,600.81,622.37,658.49,694.94,689.74,638.28,584.63,574.48,595.44,641.22,611.41,542.11,495.79,457.83,474.21,524.04,571.60,646.23,798.01,998.80,1333.88,1631.94,2135.80,1715.37,2285.71,3181.10,3672.97
Montenegro,,,,,,,,,,,,,,,,,,,,,3493.54,2846.73,2402.01,1330.39,1374.25,1976.51,1423.81,1381.05,1403.55,1368.39,1606.44,1895.14,2090.83,2778.34,3373.07,3665.22,4370.37,5938.29,7306.08,6685.64,6629.53,7243.73,6514.20
Montserrat,528.36,613.25,712.20,794.81,872.65,993.73,866.28,950.47,1092.98,1339.70,2032.24,2290.98,2554.71,2760.15,3047.87,3257.95,3550.36,3879.64,4458.66,5124.69,6252.89,5246.02,5306.16,5284.54,5928.62,5862.15,5223.51,4979.74,5412.98,6118.66,7453.74,8102.93,9287.61,9380.95,9636.01,10382.31,10797.76,11165.71,11828.27,12247.53,11651.00,12454.07,12774.49
Morocco,277.73,290.82,342.00,411.20,495.35,567.66,592.58,668.14,782.48,919.24,1062.18,842.08,829.89,732.35,654.26,645.55,831.53,898.45,1039.20,1054.40,1169.41,1237.82,1243.29,1151.83,1283.62,1373.57,1503.08,1351.19,1428.65,1400.36,1289.51,1299.91,1378.90,1683.94,1907.43,1975.86,2159.57,2452.90,2871.23,2906.56,2868.64,3094.61,2951.67
Mozambique,322.29,350.92,384.25,442.30,451.61,455.87,404.18,397.98,404.54,414.08,397.47,373.86,383.61,349.43,390.01,362.67,375.29,219.63,187.49,201.92,218.83,197.86,139.92,138.85,142.73,143.38,196.90,225.25,249.24,254.87,235.84,216.92,217.46,234.80,278.78,313.11,328.71,362.43,434.53,414.11,386.96,511.30,579.47
Myanmar,99.11,99.05,89.55,113.69,133.00,120.11,130.32,130.43,142.20,159.31,171.29,168.29,168.14,169.42,170.96,171.39,126.33,122.53,110.41,116.85,122.78,124.35,137.55,146.92,158.93,171.03,182.86,193.79,125.23,137.20,150.15,156.13,210.49,200.19,205.59,237.76,274.29,358.70,505.42,639.01,799.48,1057.33,1125.88
Namibia,810.64,878.78,853.25,1048.54,1243.77,1291.17,1209.36,1314.13,1481.68,1792.21,2500.08,2219.76,1993.85,2060.83,1673.73,1337.64,1460.01,1784.04,1873.45,1825.32,1892.79,1939.29,2135.07,2090.03,2319.12,2424.73,2344.27,2367.69,2150.34,2087.31,2059.37,1836.51,1716.39,2489.00,3297.96,3582.25,3886.46,4234.86,4183.25,4133.06,5063.38,5626.64,5668.36
Nauru,2363.81,2543.63,2941.93,3743.44,4792.97,4750.34,4767.49,4720.36,5062.51,5165.44,5596.54,5882.29,5500.78,5185.05,5006.74,4042.47,3989.79,4336.84,4922.56,5089.75,5377.38,4868.78,4468.97,3787.29,3719.76,3496.02,3363.65,2995.62,2386.95,2446.97,2162.56,1893.65,1892.68,2387.19,2731.67,2599.41,2513.07,2292.13,4130.62,5404.32,6233.87,8567.33,12021.80
Nepal,90.04,89.86,102.05,92.85,115.75,125.62,113.55,110.34,127.20,141.32,145.22,161.34,166.76,161.63,162.83,169.78,170.67,186.06,205.23,199.37,208.72,186.79,197.20,193.70,215.83,220.25,223.23,239.81,220.75,237.15,247.17,249.03,244.77,263.59,292.33,326.54,350.71,422.30,445.42,480.11,607.34,684.02,656.20
Netherlands,2728.28,3153.16,3830.23,5010.96,5872.04,6855.44,7419.52,8601.84,10447.03,11885.99,12832.87,10733.65,10310.99,9934.42,9271.62,9220.05,12805.15,15532.66,16502.61,16175.55,19802.67,20233.11,22265.47,21530.23,22927.07,27169.63,26939.83,24771.16,25666.46,26085.77,24279.80,25118.82,27291.93,33364.01,37597.94,39164.59,41383.72,47593.17,52763.05,48084.02,46773.78,49966.71,46073.11
Netherlands Antilles,1393.91,1493.85,1678.27,1863.70,2324.19,2738.99,3053.33,3444.53,4194.60,4961.45,5475.75,6260.27,6626.33,6515.34,6503.57,6558.43,8436.15,8756.45,9020.98,10058.19,10520.36,10923.22,11324.79,11954.94,12789.49,13231.55,14010.68,14724.75,15220.68,15438.13,16062.45,16445.69,16687.27,17106.84,17403.75,18086.48,18556.10,19112.30,20126.94,19920.40,18090.39,18154.19,18360.05
New Caledonia,3602.13,3997.73,4464.74,4569.42,5192.31,6369.35,6058.94,6217.95,6165.18,7504.57,8335.08,6757.60,6170.83,5529.69,5257.06,5553.35,7676.13,9348.61,12792.78,13232.50,15008.22,15404.06,16583.01,15630.21,16434.18,19175.78,18641.34,17919.28,17614.28,17701.54,16244.66,15402.34,17097.56,22148.27,26142.87,27266.14,30014.85,37340.72,37719.47,35876.16,36554.67,40310.58,38869.40
New Zealand,2294.08,2699.64,3196.36,4155.71,4617.69,4409.06,4440.21,4821.86,5827.57,6686.11,7388.61,7959.36,7716.35,7597.48,7225.15,7217.56,9115.14,11519.02,13662.86,13085.07,13232.96,12585.57,11883.89,12686.54,14678.51,17028.88,18508.73,18293.60,14946.33,15531.28,13939.68,13695.99,15631.50,20672.67,24892.40,27530.06,26321.83,31947.38,30485.31,27413.92,32844.75,36967.77,38399.39
Nicaragua,476.76,492.15,508.60,612.33,825.79,837.39,943.51,1109.28,1028.88,714.87,831.07,931.05,953.07,1009.19,1004.75,969.44,959.01,959.32,850.85,849.28,862.02,865.22,895.26,931.85,847.35,886.77,905.70,905.29,938.84,967.13,1001.70,1033.82,995.27,1000.82,1075.49,1158.77,1228.30,1330.82,1456.31,1420.14,1474.81,1631.83,1753.70
Niger,96.73,100.81,122.95,127.47,142.38,176.34,202.92,232.96,306.64,390.33,462.34,392.17,347.69,302.22,238.15,228.31,287.11,322.90,326.13,295.49,340.20,312.79,314.51,279.20,166.84,194.87,201.33,178.80,196.97,186.82,157.15,165.02,181.48,215.49,227.95,255.54,266.58,301.72,366.63,352.69,359.80,388.33,394.78
Nigeria,206.06,244.12,286.06,350.67,528.45,625.54,740.38,803.22,871.69,1044.38,1264.36,1105.88,1025.04,1003.58,1026.22,980.70,495.77,315.19,359.22,332.90,366.32,338.56,319.21,314.26,281.16,279.06,291.23,297.18,301.07,299.34,377.50,350.29,457.47,510.42,645.93,804.15,1014.76,1130.88,1376.02,1090.75,1437.05,1496.30,1555.05
Norway,3284.49,3707.34,4378.30,5642.28,6745.44,8128.78,8838.01,10161.29,11344.32,12912.26,15606.53,15351.53,15057.33,14751.11,14780.20,15489.74,18539.71,22109.85,23824.21,23881.92,27738.80,28072.81,29937.89,27419.64,28727.98,34157.82,36516.16,35854.19,34039.52,35608.87,37467.45,37859.18,42306.03,49315.71,56670.40,65751.42,72829.84,83345.21,94996.00,78345.38,86060.95,99248.70,100056.01
